Product_code,Product_name,Product_description,Product_URL,Breadcrumb_parent,Breadcrumb_active,Product_price,Rating_Value,Rating_Count
1CE3VDRBURF0,"Straight Talk SAMSUNG Galaxy S7 4G LTE, 32GB Black - Grade A Refurbished Prepaid Smartphone","The Refurbished Straight Talk Galaxy S7 LTE is the smartphone your life can't do without. It's big on screen and slim on profile. And with an IP68 rating that protects it from spills, splashes and even dunks, you can forget about searching the internet for magical solutions to dry out your smartphone. Just wipe if off and keep going. When the sun sets and the fun starts, the world's first dual pixel smartphone camera makes capturing low-light photos a breeze. No more photos where your awesome night out with friends looks like blurry shapes in a cave. And stop waiting around for your phone to charge. With fast wireless charging, the Straight Talk Galaxy S7 powers up from 0 to 100 percent in no time. Plus deciding which photo album to scrap just so you can add something new is now a distant memory. With expandable memory you can add up to 200GB to keep the content you love, and keep adding to it. Key Features:   CDMA 4G LTE 5.1"" Super AMOLED capacitive touchscreen Android 6.0 (Marshmallow) Qualcomm Snapdragon 820 processor 12MP camera 5MP front-facing camera 4K video recorder Bluetooth 4.2 wireless technology WiFi capable Battery talk time: up to 28 hours Standby time: up to 12 days ",https://walmart.com/ip/1CE3VDRBURF0,Cell Phones,/All Prepaid Phones,$139.00,3.8,98 ratings
3JK1MS54NAXI,Straight Talk Apple iPhone 8 Plus with 128GB Prepaid,,https://walmart.com/ip/3JK1MS54NAXI,Cell Phones,/All Prepaid Phones,$299.00,4.6,223 ratings
5DH01ZJHPJSH,"Straight Talk Apple iPhone 7 w/32GB Prepaid Phone, Black",,https://walmart.com/ip/5DH01ZJHPJSH,Cell Phones,/All Prepaid Phones,$199.00,4.4,419 ratings
51I6DELX9LD4,Apple iPhone 6s a1688 16GB GSM Unlocked (Refurbished),,https://walmart.com/ip/51I6DELX9LD4,Cell Phones,/Refurbished iPhone 6S,$109.87,3.7,51 ratings
5Q052V7V3EXT,"Tracfone Wireless LG Classic Flip, 8GB Black - Prepaid Smartphone","Take control of your wireless with the LG Classic Flip in Black from Tracfone. Get it without a contract or mystery fees and enjoy up to 6 hours of talk time, a 2MP camera and 8GB of memory. Add the talk & text plan of your choice with Unlimited Carryover® Data** and get unbeatable nationwide coverage™ on America’s largest and most dependable networks*. Shop for your next phone and plan online or in-store at your local Walmart. Up to 6 hours of talk time  2MP fixed focus camera  Black  Unbeatable nationwide coverage™ on America’s largest and most dependable networks*  Compatible with unlimited talk & text with Unlimited Carryover® Data** plans from Tracfone  8GB memory  4.25'' x 2.17'' x 0.7'’   *Actual availability, coverage and speed may vary. See details at Tracfone.com **With active service.",https://walmart.com/ip/5Q052V7V3EXT,Cell Phones,/All Prepaid Phones,$29.88,4.0,33 ratings
1P0X0A45WRS1,"Walmart Family Mobile SAMSUNG Galaxy A10e, 32GB Black - Prepaid Smartphone","Experience the value of a new Samsung Galaxy A10e in Black on Walmart Family Mobile without a contract or mystery fees. Do more with a long-lasting battery, 32GB of storage and dual cameras. Get the talk, text & data you want with non-stop nationwide coverage*. Find your next phone and plan online or at a local Walmart.  ●   8MP main camera     ●   5MP front-facing camera    ●   Black    ●   Non-stop nationwide coverage powered by T-Mobile*    ●   Compatible with talk, text & data plans from Walmart Family Mobile    ●   32GB of storage, expandable up to 512GB³    ●   5.83"" HD+  720 x 1560    ●   3,000 mAh battery    *Actual availability, coverage and speed may vary. See details at MyFamilyMobile.com.    Please Read: Due to larger than expected demand on this item, shipment may be delayed longer than originally quoted in checkout.    ",https://walmart.com/ip/1P0X0A45WRS1,Cell Phones,/All Prepaid Phones,$99.00,4.3,70 ratings
0VWSIOCWZD58,"AT&T PREPAID LG PHOENIX® 5 16GB Prepaid Smartphone, Silver"," Discover brilliant clarity and color on the large 5.7"" HD+ FullVision Display. Never miss a shot with instant focus and zero shutter lag on the 13MP and wide 5MP dual cameras. Have fun with your videos with the LG editing tool that lets you add effects, merge multiple files and more. Always room for more with up to 16GB internal memory, expandable up to 32GB more (card sold separately). Play on and on with the long-lasting, powerful 3000 mAh battery.  For AT&T PREPAID full terms and conditions, visit walmart.com/attprepaid.        ",https://walmart.com/ip/0VWSIOCWZD58,Cell Phones,/Android Prepaid Phones,$49.00,3.5,52 ratings
3OP7LEBCXT9J,"Tracfone Alcatel MyFlip, 4GB Black - Prepaid Phone","The TracFone Alcatel MYFLIP‚Ñ¢ is more than just a basic phone. It delivers the essential features to be productive - including access to email, calendar and web at 4G speeds - in a durable compact flip phone design. This phone has smartphone features without the bulk! The TracFone Alcatel MyFlip has a 2.8-inch display that includes an easy-to-use interface and a keypad designed for quick dialing and navigation. See who‚Äôs calling without opening the phone thanks to the 1.44-inch external preview display. Enjoy the long lasting battery, Don‚Äôt worry about needing to charge throughout the day, the 1350 mAh battery with 8 hours of talk time has you covered.  TracFone Alcatel MyFlip Prepaid Phone: CDMA- V1.44-inch external preview display 2.8-inch display 2MP FF camera Battery: 1350mAh Talk Time: 8h Standby: 330h Internal Memory: 512MB RAM + 4GB ROM Mobile hotspot Bluetooth v3.0 2. 8"" Screen; 1. 1 GHz Quad-Core Processor; Internal Memory 4GB; 4G; Wi-Fi Capable; Bluetooth 3. 0 wireless technology; Internet Access; 2 MP Camera & Video Recorder; Externa Caller ID; Supports Micro SD memory card up to 32 GB (not included) BIG BUTTONS and large, legible numbers and make dialing effortless POWERFUL SPEAKER ensures every conversation will be loud and clear. NO CONTRACTS OR CANCELLATION FEES powered by the largest and most dependable nationwide network. Affordable, flexible plans as low as $7 a month. INTUITIVE DUAL DISPLAYS - The 2.8-inch display includes an easy-to-use interface and a keypad designed for quick dialing and navigation. See who’s calling without opening the phone thanks to the 1.44-inch external preview display. ",https://walmart.com/ip/3OP7LEBCXT9J,Cell Phones,/All Prepaid Phones,$18.99,2.9,314 ratings
6ASKK6Z02NSW,"US Cellular SAMSUNG Galaxy A20, 32GB Black - Prepaid Smartphone","US Cellular Samsung Galaxy A20 32GB Prepaid, BlackThe Samsung Galaxy A20 fits you and your budget. Keep calling and texting with a long-lasting battery, and power back up quickly with Fast Charging. Keep more, thanks to 32GB of built-in memory. And capture the moment with the dual-lens camera, on a vibrant, 6.4” Infinity Display.   ",https://walmart.com/ip/6ASKK6Z02NSW,Cell Phones,/All Prepaid Phones,$149.00,5.0,5 ratings
7KQVTYFQFYCK,"Straight Talk SAMSUNG Galaxy A50, 64GB Black - Prepaid Smartphone","Get the new Samsung Galaxy A50 on Straight Talk! With Straight Talk, you get access to the largest most dependable 4G LTE networks with  no contract . Designed for the way you live, the Samsung Galaxy A50 is the smartphone you?ve been looking for. Go all day and into the night with a high-capacity, long-lasting, fast-charging battery. Capture life?s moments exactly the way you want to remember them with the Galaxy A50 multi-lens camera. And elevate your entertainment experience with a vibrant 6.4"" Infinity Display that delivers a clear, edge-to-edge view. Package includes: Samsung Galaxy A50, Activation Card, Services Guide, Charger, Battery, and Quick Start Guide. **Package does not include Straight Talk service card - purchase separately from the variety of plans available on Walmart.com. Starting as low as $35 per month, you can choose the right amount of high speed data for you! Long lasting.  Fast charging.      Go longer with an all-day battery,¹ and  power up quickly  with Fast Charging.     A camera for any occasion      Capture images in their entirety, shoot  vibrant low-light  photos, and take flattering  selfies.    Capture more of the world around you.      Fit more of what you see in every  shot,  thanks to an  ultra-wide 123°   field of vision.     Broaden your view.      The sleek 6.4"" Super AMOLED screen has  an  edge-to-edge display that?s designed to  fit easily in your hand.    Stunning photos,  day or night      The dual aperture lens² automatically  adjusts in low  light, so your images turn out  sharp, day or night.     Focus on  what matters.      With Live Focus, you can highlight food,  friends or even  yourself, and adjust the shot later.  Key Features:     6.4"" FHD Super AMOLED Display 25MP Main Camera, 8MP Wide angle  64GB Memory - Expandable up to 512GB OS Android 9.0, Pie  Bluetooth 5.0       ",https://walmart.com/ip/7KQVTYFQFYCK,Cell Phones,/All Prepaid Phones,$249.99,4.1,354 ratings
2PW0J8W3NSUG,"Motorola DROID TURBO 2 - Smartphone - 4G LTE - 32 GB - microSDXC slot - CDMA / GSM - 5.4"" - 2560 x 1440 pixels (540 ppi) - P-OLED - RAM 3 GB - 21 MP (5 MP front camera) - Android - Verizon - gray ballistic nylon","Motorola DROID TURBO 2 - gray ballistic nylon - 4G - 32 GB - CDMA / GSM - smartphoneKey Features and Benefits:  Moto ShatterShield display - great protection with a 5.4"" AMOLED Quad HD display 48-hour battery - high capacity 3760 mAh battery powers through two days TurboPower charging - long battery life Water-repellent - guarded by advanced nano-coating technology Processor - ultra-powerful Qualcomm Snapdragon 810 processor 21MP camera - captures beautiful, true-to-life images in any light  What's Included:  Motorola DROID TURBO 2 3760 mAh Battery Power adapter ",https://walmart.com/ip/2PW0J8W3NSUG,Cell Phones,/Android Prepaid Phones,$99.95,3.0,2 ratings
7B9JAM344KBQ,"Straight Talk Motorola Moto e6, 16GB Black – Prepaid Smartphone","Get the new Motorola Moto E6 on Straight Talk! With Straight Talk, you get access to the nation's largest most dependable 4G LTE networks with  no contract . With the new Motorola e6, you get 5.5"" Max Vision HD+ display and can go all day on a single charge! Key Features:   5.5"" HD+ Display 13MP Main Camera/ 5MP Front Facing Camera 16GB Memory Bluetooth 4.2 Wireless Technology  Package includes: Straight Talk Motorola Moto e6, Activation Card, Services Guide, Charger, Battery, and Quick Start Guide.       **Package does not include Straight Talk service card - purchase separately from the variety of plans available on Walmart.com. Starting as low as $35 per month, you can choose the right amount of high speed data for you! ",https://walmart.com/ip/7B9JAM344KBQ,Cell Phones,/All Prepaid Phones,$39.88,4.0,88 ratings
68ZKC66CFHWP,Walmart Family Mobile LG Rebel 4 Prepaid Smartphone,"Dare to be exceptional with the Walmart Family Mobile LG Rebel 4 Prepaid Smartphone. Now you can because you’ve never had this much power and beauty at your fingertips. These Walmart Family Mobile prepaid phones will change the way you think about smartphones. They have all the premium features you expect in a modern phone, without the premium price tag. The LG Rebel cell phone has all the smartphone features you need, in a device that is smart, sleek and beautiful. And it's designed to be used with a no-contract Unlimited Talk, Text and Data plan from Walmart Family Mobile, giving you the freedom to pay for only what you need without the expensive extras and locked-in contracts you don't want. The value-packed Walmart Family Mobile LG Rebel 4 Prepaid Smartphone combines brains, brawn and beauty in a stunning package. Walmart Family Mobile Wireless LG Rebel 4 Prepaid Smartphone:   GSM-T 5.0"" HD TFT (IPS) display 8MP Rear Camera with Auto Focus 5MP Front Camera with Auto Shot 1.4GHz Quad Core Qualcomm Snapdragon processor Android 8.1.0 Oreo MR1 Memory: ROM: 16GB; RAM: 2GB Talk time: up to 15.8 hours Standby time: up to 11.5 days Battery: 2,500mAh removable Slim 0.31"" profile Customize your service and save money with a phone and plan to meet your needs Pair with a no-contract Unlimited Talk, Text and Data plan from Walmart Family Mobile, powered by TMobile ",https://walmart.com/ip/68ZKC66CFHWP,Cell Phones,/All Prepaid Phones,$29.88,4.3,119 ratings
34HTKPCNI7NB,Straight Talk LG Stylo 5 Smartphone,"Get the new LG Stylo 5 on Straight Talk! With Straight Talk, you get access to the largest most dependable 4G LTE networks with  no contract . Write, sketch, color and bring your ideas to life with the LG Stylo? 5, with a built-in stylus pen that lets you do more.    Key Features:    6.2″ FHD+ Touchscreen Display Android 9.0, Pie  13MP Camera, 5MP Wide Angle Front Facing Camera  32 GB Memory  Bluetooth 5.0 Wireless Technology       Package includes: LG Stylo 5, Stylus Pen, Activation Card, Services Guide, Charger, Battery, and Quick Start Guide.    **Package does not include Straight Talk service card - purchase separately from the variety of plans available on Walmart.com. Starting as low as $35 per month, you can choose the right amount of high speed data for you!   ",https://walmart.com/ip/34HTKPCNI7NB,Cell Phones,/All Prepaid Phones,$129.00,4.3,161 ratings
5OM1C3SY1GO6,Straight Talk Bring Your Own Phone Mini SIM Pack Universal Tri-punch Bundle,Straight Talk Bring Your Own Phone Mini SIM Pack Universal Tri-punch BundleSIM Pack Universal Tri-punch Bundle (ATT/TMO/VZW),https://walmart.com/ip/5OM1C3SY1GO6,Cell Phones,/All Prepaid Phones,$0.99,4.1,143 ratings
2OJQKN4QLKG8,"Verizon SAMSUNG Galaxy A01, 16GB - Prepaid Smartphone","The SAMSUNG Galaxy A01 combines smartphone essentials with the trusted reliability of Samsung. Its 13MP dual lens camera captures crisp, clear photos and shareable moments. The 5.7"" Infinity-V display 1 offers vibrant, edge-to-edge visuals and an expansive view. Plus, a long-lasting battery 2 stays charged throughout the day so you can keep snapping, sharing and scrolling. 5.7"" Infinity V-Display Expandable memory to 512GB 13MP dual camera ",https://walmart.com/ip/2OJQKN4QLKG8,Cell Phones,/Android Prepaid Phones,$79.00,3.5,50 ratings
2V6P7N9Y5ZPX,"Straight Talk SAMSUNG Galaxy S9, 64GB Black - Prepaid Smartphone",,https://walmart.com/ip/2V6P7N9Y5ZPX,Cell Phones,/All Prepaid Phones,$399.00,4.1,144 ratings
0Z4AV82LCGBT,Straight Talk iPhone SE 2nd Generation w/ 64GB,,https://walmart.com/ip/0Z4AV82LCGBT,Cell Phones,/All Prepaid Phones,$349.00,4.4,143 ratings
6QDYNJ02PP36,"Refurbished Apple iPhone 6 Plus 16GB, Silver - Unlocked GSM",,https://walmart.com/ip/6QDYNJ02PP36,Cell Phones,/Refurbished iPhone 6 Plus,$174.98,3.2,53 ratings
2JW6CKVPSMA9,AT&T PREPAID Apple iPhone SE 2020 64GB Black Prepaid Smartphone,"In-store activation offer available only at Walmart iPhone SE - $249 plus tax  iPhone SE is carried in select Walmart stores. To check availability:     Look to the right under “Add to Cart” button and click on “More delivery & pick up options.” Select “Pickup” and enter your zip code. You will see which stores in your area have the iPhone SE in stock.   Once at the store, head to the electronics counter. A Walmart associate will help you:    Choose a plan of $50/month or higher Activate your phone Sign up for AutoPay   Offer ends 10/17/20. Requires in-store activ. & pymt. on new line of svc. on $50/mo. or higher plan, & AutoPay signup. First mo. svc. charge & applicable taxes due at sale. Excludes upgrades. Charges, fees usage & other restr’s may apply. Details at walmart.com/attprepaid. iPhone SE is the most powerful 4.7-inch iPhone ever.1 Featuring A13 Bionic, the fastest chip in a smartphone, for incredible performance in apps, games, and photography. Portrait mode for studio-quality portraits and six lighting effects. Next-generation Smart HDR for incredible detail across highlights and shadows. Cinematic-quality 4K video. And all the advanced features of iOS. With long battery life. 2 and water resistance,3 it’s so much of the iPhone you love, in a not so big size.  1Display size is measured diagonally. 2Battery life varies by use and configuration. See apple.com/batteries for more information. 3iPhone SE is splash, water, and dust resistant and was tested under controlled laboratory conditions; iPhone SE has a rating of IP67 under IEC standard 60529 (maximum depth of 1 meter up to 30 minutes). Splash, water, and dust resistance are not permanent conditions and resistance might decrease as a result of normal wear. Do not attempt to charge a wet iPhone; refer to the user guide for cleaning and drying instructions. Liquid damage not covered under warranty. For AT&T PREPAID full terms and conditions, visit walmart.com/attprepaid.  4.7-inch Retina HD display1  Water and dust resistant (1 meter for up to 30 minutes, IP67)3  12MP Wide camera; Portrait mode, Portrait Lighting, Depth Control, next-generation Smart HDR, and 4K video  7MP front camera with Portrait mode, Portrait Lighting, and Depth Control  Touch ID for secure authentication and Apple Pay  A13 Bionic chip with third-generation Neural Engine Fast-charge capable  Wireless charging4 iOS 13 with Dark Mode, new tools for editing photos and video, and new privacy features   1Display size is measured diagonally.  2Battery life varies by use and configuration. See apple.com/batteries for more information.  3iPhone SE is splash, water, and dust resistant and was tested under controlled laboratory conditions; iPhone SE has a rating of IP67 under IEC standard 60529 (maximum depth of 1 meter up to 30 minutes). Splash, water, and dust resistance are not permanent conditions and resistance might decrease as a result of normal wear. Do not attempt to charge a wet iPhone; refer to the user guide for cleaning and drying instructions. Liquid damage not covered under warranty.  4Qi wireless chargers sold separately.",https://walmart.com/ip/2JW6CKVPSMA9,Cell Phones,/Apple iOS Prepaid Phones,$249.00,3.8,94 ratings
1XT0RC40CM3D,Straight Talk LG Journey Smartphone,"Get the new LG Journey on Straight Talk! With Straight Talk, you get access to the largest most dependable 4G LTE networks with  no contract . Carve your own path with the LG Journey? LTE. This smartphone is stocked with all the essentials including feature-packed cameras, a vibrant display, and handy AI tools. Wherever you go, whatever you do, this pocket-sized device will keep up every step of the way. Key Features:    5.45"" HD+ FullVision Display  5 MP Front Camera and 8 MP Rear Camera  Dynamic Photos with HDR  Long-Lasting Battery - 3,000 mAh ",https://walmart.com/ip/1XT0RC40CM3D,Cell Phones,/All Prepaid Phones,$39.88,4.2,98 ratings
4LTAMIY1IISY,"Net10 Moto e5, 16GB Black - Prepaid Smartphone","Net10 Motorola Moto e5, 16GB Black - Prepaid SmartphoneNet10 Moto e5 Prepaid Smartphone",https://walmart.com/ip/4LTAMIY1IISY,Cell Phones,/All Prepaid Phones,$36.00,4.1,83 ratings
20F88R0ZHBPE,Straight Talk Apple iPhone 11 Pro Max Prepaid with 64GB,,https://walmart.com/ip/20F88R0ZHBPE,Cell Phones,/All Prepaid Phones,$840.98,4.8,48 ratings
57W0POPXL10F,"Tracfone SAMSUNG Galaxy J3 Orbit, 16GB Black - Prepaid Smartphone","Get a New Phone with No Contract!  You can buy a new phone with monthly prepaid phone service at Walmart thanks to TracFone. Skip the lines at the phone carriers store and pick yours up at Walmart. With TracFone, there is no contract, so just add a plan to your shopping list and start enjoying your cell phone service today!  Dimensions : 5.62'' x 2.76'' x 0.35'' inches Screen:  5.0'' HD Display Resolution: 1280 x 720 pixels CDMA Capture your life. Our best Galaxy J3 camera yet easily captures crisp, bright memories on an 8MP main camera and great selfies on a 5MP front camera. Beautiful design. Bold screen.See the difference of a sleek Samsung design that fits comfortably in your hand, bag or pocket. Easily scroll through photos and send texts on the 5.0"" HD screen. ",https://walmart.com/ip/57W0POPXL10F,Cell Phones,/All Prepaid Phones,$50.38,4.1,186 ratings
7KGOE117G0WW,Walmart Family Mobile Apple iPhone 7 Prepaid,,https://walmart.com/ip/7KGOE117G0WW,Cell Phones,/All Prepaid Phones,$199.00,4.3,111 ratings
6AFCC1F6C5DU,Boost Mobile LG Tribute Monarch,"Stand up and defy convention—the LG Monarch will guide your way. Everything you need to live extraordinarily is in the palm of your hand. Watch videos on a big, vivid screen. Capture beautiful photos using dynamic dual cameras. Keep your memories close with expandable on-device storage. You have the essentials, plus so much more. Dare to be exceptional with LG.Boost Mobile LG Tribute Monarch",https://walmart.com/ip/6AFCC1F6C5DU,Cell Phones,/Android Prepaid Phones,$59.00,3.6,7 ratings
5ZPVFBO22IRL,"Straight Talk Motorola Moto G Power, 64GB Black - Prepaid Smartphone","Get a phone with the features you want with no contract or mystery fees. Ever. Choose the Moto G Power in Black on Straight Talk and get a 16MP camera, 64GB of memory and up to 37.5 hours of standby time. Pair it with an unlimited talk, text & data plan from Straight Talk and enjoy nationwide coverage on America’s largest and most dependable networks*. Find your next phone and plan online or in-store at Walmart.  Up to 37.5 hours of standby time  16MP camera  Black  Nationwide coverage on America’s largest and most dependable networks*  Compatible with talk, text & data plans from Straight Talk  64GB memory  6.4'' FHD+ Max Vision   Actual availability, coverage and speed may vary. See details at StraightTalk.com",https://walmart.com/ip/5ZPVFBO22IRL,Cell Phones,/All Prepaid Phones,$149.00,4.5,42 ratings
380R9RK2T6SP,Straight Talk Apple iPhone 8 w/64GB,,https://walmart.com/ip/380R9RK2T6SP,Cell Phones,/All Prepaid Phones,$439.97,4.5,81 ratings
5XPSPOQOMI00,"Tracfone SAMSUNG Galaxy A10E, 32GB Black, Prepaid Smartphone","Take control of your wireless service with the new Samsung Galaxy A10e in Black on Tracfone. Get it without a contract or mystery fees and do more with a long-lasting battery, 32GB of storage and dual cameras. Get the talk, text & data you want with unbeatable nationwide coverage™ on the largest and most dependable networks in America*. Find Tracfone phones and plans at Walmart.  ●   8MP main camera     ●   5MP front-facing camera    ●   Black    ●   Unbeatable nationwide coverage™ on the largest and most dependable networks in America*    ●   Compatible with talk, text & data plans from Tracfone    ●   32GB of storage, expandable up to 512GB³    ●   5.83"" HD+  720 x 1560    ●   3,000 mAh battery    ●   NOTE: Sales of prepaid phones are restricted to no more than 2 devices per customer within a 21-day period (across brands)    *Actual availability, coverage and speed may vary. See details at Tracfone.com.    Please Read: Due to larger than expected demand on this item, shipment may be delayed longer than originally quoted in checkout.    ",https://walmart.com/ip/5XPSPOQOMI00,Cell Phones,/All Prepaid Phones,$66.47,4.1,156 ratings
7LAKZ0KROPMW,Verizon Wireless ZTE Blade Vantage 2 16GB Prepaid Smartphone,"The ZTE Blade Vantage 2 is a sleek, easy-to-navigate smartphone with a full-screen display and small form factor. Its 5-inch FWVGA screen and 18:9 aspect ratio give you immersive entertainment in the palm of your hand. Store your favorite memories using 16 GB of built-in storage. Take on your daily routine with an efficient 2,050 mAh battery. And tackle games and apps with a responsive quad-core processor. Make the most of your ZTE Blade Vantage 2 with Verizon, America's most awarded network. Updated design.    The ZTE Blade Vantage features a slimmer design and larger screen than ever before.1 Enjoy a 5-inch screen and modern 18:9 aspect ratio on a device that can be comfortably held in one hand.       Take on your day.     Count on the speed and reliability of a responsive quad-core processor. And go for longer with a 2,050 mAh battery featuring 3 Smart Power Modes - Power Saver, Ultra Power Saver and Adaptive Battery ? for enhanced performance.         Room for more.     Store more data at a time, from family photos to your favorite apps. The Blade Vantage 2 features 16 GB of internal memory, and can add up to an additional 256 GB using a microSD card.         Simplify your routine.     The Android 9 OS lets you navigate your phone with quick and intuitive gesture controls. Swipe up from your home screen to access your apps. Or swipe from the side to close the app on your screen.   ",https://walmart.com/ip/7LAKZ0KROPMW,Cell Phones,/All Prepaid Phones,$39.87,2.9,45 ratings
69DZMP4XT9XI,Straight Talk Moto g7 Optimo Maxx Prepaid Smartphone,"Live your life without worrying about battery life. The Straight Talk moto g7 Optimo Maxx gives you up to 3 days. And when it?s time to recharge, get 9 hours of power in just 15 minutes with TurboPower?. Enjoy an ultrawide 6.2"" Max Vision HD+ display. Feel the responsive performance on an octa-core processor. And never miss a moment with a fast focusing 12 MP camera. CDMA 6.2"" Max Vision HD+ display 12MP rear camera with LED Flash 8MP front camera 3GB RAM/32GB on internal storage Android 9 Pie 5000 mAh battery Fingerprint sensor Up to 3 days of battery power XT1955 ",https://walmart.com/ip/69DZMP4XT9XI,Cell Phones,/All Prepaid Phones,$99.00,4.2,200 ratings
