Product_code,Product_name,Product_description,Product_URL,Breadcrumb_parent,Breadcrumb_active,Product_price,Rating_Value,Rating_Count,Recommended_Prods
2RX25CG32252,Bamboo Folding Laptop Table Lap Desk Bed Portable Computer Tray Stand Holder Wood Read,,https://walmart.com/ip/2RX25CG32252,Office Supplies,/Lap Desks,$33.29,0.0,0 ratings,['Not available']
7FXDFVQVNTGL,"LapGear MyStyle Lap Desk - Pixel (Fits up to 15.6"" Laptop)",,https://walmart.com/ip/7FXDFVQVNTGL,Office Supplies,/Lap Desks,$19.99,4.7,36 ratings,['Not available']
6U7CPE6M22X3,"(2 Pack) Multi-Purpose Large Turquoise Lap Tray, 1 Each",,https://walmart.com/ip/6U7CPE6M22X3,Office Supplies,/Lap Desks,$5.97,3.9,96 ratings,['Not available']
45BEISTLW2IF,Yaheetech Adjustable Drafting Table Drawing Station Desk Board Storage Drawers Art Design Architect w/Stool,"* Description:  ADJUSTABLE TABLETOP ANGLE: The tabletop angle of this drafting table can be adjusted from 0 to 60 degree, easily transformed into an easel; a pencil ledge to prevent papers from slipping off from the tilted tabletop MULTIFUNCTIONAL TABLE: This amazing table can serve as a writing/reading table, computer table and workstation; also can be easily transformed into an easel for painting, drafting, sketching; a table that satisfy you various requirements at once FASHIONABLE DESIGN: Curved X-shaped table legs in silver gray finish and matte black tabletop, simple yet stylish drafting table can perfectly compatible with the décor of your study and office EASY TO APPLY: This drawing table is easy to assemble under the detailed instructions enclosed; effortless to adjust the angle of the desktop, just lift it up and lock it in your desired position and to lay flat the desktop, you can lift it up to its highest position and lower it down slowly SELECTED MATERIALS: This drafting table is constructed of premium steel frame and P2 Certified MDF tabletop and side table; powder coated extra strong steel tubes have excellent performance in wear, rust and corrosion resistance; P2 Certified MDF tabletop and side table safe and durable for your long-term use  * Specifications:  Material: MDF & Nonwoven & Steel Dimension: 50.4 x 23.6 x (29.9-45.1)''(LxWxH) Board Thickness:0.6'' Adjustable Height: 29.9-45.1'' Distance between Shelves: 21.9'' Ground Clearance:3.9'' Drawer Inner Size: 12.8 x 13.2 x 3.7'' (WxDxH) Stool Size: seat dia.:11.8''; height:20.1'' G.W.: 53.9 Lb  * Package included:  1 x Drawing Desk w/Stool 1 x Assembly Instruction LARGE STORAGE SPACE: An auxiliary table on the right for placing laptops, cups, documents or decorations like photos and floors to light up your study/office; 3 drawers under the auxiliary table for storing stationery, drawing tools, papers and other small items; a long shelf beneath the main tabletop for keeping your books, drawing paper rolls, etc ",https://walmart.com/ip/45BEISTLW2IF,Arts Crafts & Sewing,/Drafting Tables,$115.99,4.8,5 ratings,"['5UM4VE9ZQTFM', '3ONI7DFY2NLJ', '5VNPDDITUXOO', '7J2HYRJWO1AH', '68T4X9NERM8Y', '1JAULN265XC8', '2JD2W0GBL6MI', '41LFH2WK5M54', '47ZIS68U90K0', '15FBGYXMISFI', '2GKQKGZF00K0', '5ZCP7XGF6NAG', '1YKS7D6278XK', '3RZDP8RGHCZ0', '0WHREWV5T5E5']"
7KG3JJFJ1IPZ,snorda Large Bed Tray Foldable Portable Multifunction Laptop Desk Lazy Laptop Table,"Large Bed Tray Foldable Portable Multifunction Laptop Desk Lazy Laptop Table Features:  The ergonomically designed curved recess prevents chest discomfort, round table corner design, anti-bumping and safer.   Thickened 12mm environmentally-friendly table top plate, stable structure, wear-resistant and scratch-resistant, waterproof and odor-free.   The card slot design can be used to place mobile phones, tablets, pens, etc., releasing your hands and making video chat more convenient.    The W-shaped table legs have good stability, and the market is made of bold high-quality steel pipes. It has strong bearing capacity and good durability. It is also designed with non-slip cotton pad to avoid scratching the bed sheets and carpets. It avoids harsh noise when it comes into contact with the ground.   Easy to fold, store against the wall, no space.  Description:  Product Name: Folding lazy laptop desk.   Product color: black.   Product weight: 4.6pounds.   Material: high quality thick steel pipe, black brushed sheet.   Special design: black brushed smooth table top, increase the length and width of the table, it is possible to place the computer and various items.   Function: Can be used as computer desk, dining table, bedside table.   Product size: 23.6x15.7x11 inches (60x 40 x 28 cm)   Packing size: 26 x 17.5 x2.4 inches (66x 44.5 x6 cm)   Scope of application: Foldable Portable desk would bring you convience in Bed, Living Room, Floor, Couch, Sofa, Camping, Dorm Bunk,School (Indoor/ Outdoor).  Package Included:  1x folding lazy computer table   Home and kitchen accessories Outdoor sports Goos for your health ",https://walmart.com/ip/7KG3JJFJ1IPZ,Office Supplies,/Lap Desks,$23.99,0.0,0 ratings,"['509ES4799837', '19S4I8OH5JGG', '1TUHL3I9MKQS', '40X8NAQND0OI', '2Y9QC4G7QZS2', '2YLJUU02VE11', '4OBMZCVFV90H', '1ZGAAOLRS8SZ', '52N4ZODI8CP1', '3LGBC8Y01YZM', '4HOMX1QTATZL', '4CPCL73MA687', '251U5LN21813', '1BGA29AL212Q', '40X8NAQND0OI']"
2FL2WFA7BX4H,Homdox Black 360 Degree Adjustable Protable Laptop Stand Desk table for bed,"Homdox Black 360 Degree Adjustable Protable Laptop Desk Stand For Bed is 360 degree rotation laptop stand.This laptop desk stand has 3 knobs on each folding arm and is flexible and convenient, you can adjustable according to your needs.This laptop desk stand can used as laptop desk, writing desk, Sketchpad, etc.  Homdox Black 360 Degree Adjustable Protable Laptop Desk Stand For Bed   Features:    100% Brand New.  Brand: Homdox  Material: Aluminum and Plastic  Color: Black  Table Size: 48 x 26cm/18.7 x 10.1inch (L x W)  Mouse Board Dimension: 18 x 16cm/7 x 6.2inch (L x W)  Height: Adjustable  Occasion: Bed, Sofa, Table, Carpet, Meadow  Package Content: 1 x Laptop StandHomdox Black 360 Degree Adjustable Protable Laptop Stand Desk table for bed",https://walmart.com/ip/2FL2WFA7BX4H,Office Supplies,/Lap Desks,$35.29,3.7,13 ratings,"['3JEZIJ0IV6EB', '2A7XQGBJV94Y', '7BZGGK56ET51', '6Q22QPIOHAAQ', '1J6R553TVYEH', '0ZW83UY97IC1', '1N0L62ESNHQV', '187ZO9DU4OYP', '5056VNDXD600', '19S4I8OH5JGG', '2Y95VXO8UFSG', '5G3K05I470L5', '0S4PCGW5TJ3G', '4ZNI0RZQBMQG', '3DIL8VX0T9QO', '4OBMZCVFV90H', '52N4ZODI8CP1', '3LGBC8Y01YZM', '4HOMX1QTATZL', '2YLJUU02VE11', '40X8NAQND0OI', '251U5LN21813', '73NVA0KOF7XE', '4BDN3N7BQRW9', '65EH19PVJEAW', '509ES4799837', '6U7CPE6M22X3', '1TUHL3I9MKQS', '40X8NAQND0OI', '2Y9QC4G7QZS2']"
5MICF3BD16JO,"Seat Sack Standard, 14"", Multiple Colors",,https://walmart.com/ip/5MICF3BD16JO,Office Supplies,/Lap Desks,$12.25,0.0,0 ratings,['Not available']
6XE5H7DU57NK,"Mind Reader Adjustable 8 Position Lap Top Desk with Cushions, Black","Adjustable 8 Position Lap Top Desk,Black Adjustable to 8 different angles for easy, hands-free use and optimal viewing ",https://walmart.com/ip/6XE5H7DU57NK,Office Supplies,/Lap Desks,$15.08,4.6,43 ratings,"['509ES4799837', '4O3TTA1KB1CK', '1BGA29AL212Q', '4B1ZB5TJ3I8J', '7FXDFVQVNTGL', '23K7E27G8VK2', '187ZO9DU4OYP', '6DIKC99K2BON', '0ZW83UY97IC1', '6CBE94CTEE4O', '2Y95VXO8UFSG', '3AFP4FMBBRIP', '6PEEFQ1UGJLX', '2Y9QC4G7QZS2', '4ZNI0RZQBMQG', '40X8NAQND0OI', '3LGBC8Y01YZM', '2YLJUU02VE11', '4HOMX1QTATZL', '1BGA29AL212Q', '73NVA0KOF7XE', '1NM05EVROEX0', '1SCFTD317UQ1', '4BDN3N7BQRW9', '4OBMZCVFV90H', '19S4I8OH5JGG', '1TUHL3I9MKQS', '40X8NAQND0OI', '54BQWY4CS9QU', '5JXFS2L6GWUC']"
4GTGS5G241M0,Dilwe Portable Adjustable Laptop Desk Vented Table/Stand Mount Lap Tray Stand Up/Sitting with Mouse Pad Side for Home Office - Black,"Features: Made of high quality aluminum alloy, environmentally friendly, durable and rust resistant. It can be folded for convenient storage and transportation, saving space when not in use. Multi-functional. It can act as a laptop table, a standing desk for office work, a breakfast tray for snacking, a laptop bed table for relaxing in bed. The table leg height is adjustable to meet your different needs, convenient to use. The baffle design is helpful for keeping your computer in place.  Specifications: Condition: 100% Brand New Material: aluminum alloy Color: black + silver Folded Size: 4 * 31 * 25.5cm Function: fodable, have its own double heat dissipation Adjustable Desk Legs Height: 0-310mm Size: 51 * 31 * 31cm Adjustable Baseplate Angle: 0 - 70 degree Net Weight: 1.5kg  Package List: 1 * Laptop Lazy Table   With flower shaped ventilation holes on surface for timely heat emission The anti-collision desk horn can prevent you being scratched.The design of button is used to adjust the table leg. Reasonable size,foldable and light weight ",https://walmart.com/ip/4GTGS5G241M0,Office Supplies,/Lap Desks,$37.98,4.7,6 ratings,"['6WG4F6POSCW2', '6Q22QPIOHAAQ', '3DIL8VX0T9QO', '3JEZIJ0IV6EB', '65UKEVKYICY0', '0ZW83UY97IC1', '187ZO9DU4OYP', '19S4I8OH5JGG', '5VPJPQ2T6J5B', '6XE5H7DU57NK', '6KMHLC16Q11L', '3AIQV863Y8WK', '5JL6JYS1P72G', '1DZLP2S1F0Z9', '40X8NAQND0OI', '2YLJUU02VE11', '3LGBC8Y01YZM', '4HOMX1QTATZL', '1BGA29AL212Q', '40X8NAQND0OI', '40X8NAQND0OI', '52N4ZODI8CP1', '251U5LN21813', '73NVA0KOF7XE', '1BGA29AL212Q', '509ES4799837', '1TUHL3I9MKQS', '40X8NAQND0OI', '2Y9QC4G7QZS2', '4P7YHOHEJZZA']"
1JSVRCO99R9C,Laptop Pillow Foam Lapdesk Multifunctional Cooling Pad Tablet Stand Holder Lap Rest Cushion For IPad With Bag,"Feature: 1.Premium MATERIAL---Made of linen and cotton, soft body pillow offers comfortable extended use of your device for iPad, eBook reader, and tablet computer. Lightweight but sturdy enough to place your devices. 2.Ideal for iPad, eBook reader, tablet, books, and magazines. 3.Considerate design---Small pockets on both sides for easy storage of accessories such as headphones, stylus pen, charging cable, etc. 4.Multi-purpose---Enjoy your favorite reading, movies, media or simply browsing the web from the comfort of your bed, sofa, or armchair with this pillow holder for iPad. 5.Easy to use---Just place your devices on the stand, move from the kitchen table to your desk, chair, bed or even to the car for comfortable entertainment on the go. Specification: Unfold Size:41x34x14cm Color:Black,Grey/Gray,Blue,Rose Red Type:Pillow Stand Theme:Houses Material:Linen and cotton Note: Due to the screen difference, the color might be a little different from what you expect, please allow it Packaged include: 1 x  Laptop Tablet Pillow 1.Premium MATERIAL---Made of linen and cotton, soft body pillow offers comfortable extended use of your device for iPad, eBook reader, and tablet computer. Lightweight but sturdy enough to place your devices. 2.Ideal for iPad, eBook reader, tablet, books, and magazines. 3.Considerate design---Small pockets on both sides for easy storage of accessories such as headphones, stylus pen, charging cable, etc. 4.Multi-purpose---Enjoy your favorite reading, movies, media or simply browsing the web from the comfort of your bed, sofa, or armchair with this pillow holder for iPad. 5.Easy to use---Just place your devices on the stand, move from the kitchen table to your desk, chair, bed or even to the car for comfortable entertainment on the go. ",https://walmart.com/ip/1JSVRCO99R9C,Office Supplies,/Lap Desks,$17.59,1.5,2 ratings,"['509ES4799837', '19S4I8OH5JGG', '6U7CPE6M22X3', '1TUHL3I9MKQS', '40X8NAQND0OI']"
