Product_code,Product_name,Product_description,Product_URL,Breadcrumb_parent,Breadcrumb_active,Product_price,Rating_Value,Rating_Count
1CAZZFR04GFT,"SAMSUNG Galaxy Tab A 8.0"" 32 GB WiFi Android 9.0 Pie Tablet - SM-T290NZKAXAR",,https://walmart.com/ip/1CAZZFR04GFT,Electronics,/All Samsung Tablets,$109.00,4.5,202 ratings
1FYPL14PAIRD,Certified Refurbished iPad 4 16GB Black Retina Display WiFi MD510LL/A,"Stay connected to the digital world with the Apple iPad 4 (16GB, Refurbished). It comes equipped with a powerful A6 processor, so apps run smoothly. The brilliant retina display supports a resolution of 2048 x 1536 with 3.1 million pixels for rich color saturation. Offered in black, this Wi-Fi enabled Apple iPad 4 features a 5MP iSight camera with automatic video stabilization for clear HD photography that's free of bumps and shakes. Stay in touch with your loved ones using the FaceTime HD camera. You can also use it for taking self-portraits or recording 720p HD video. 9.7"" retina display Resolution: 2048 x 1536 3.1 million pixels Apple A6 1.40GHz processor iOS 6 operating system 1GB memory 5 MP iSight camera and FaceTime HD camera ",https://walmart.com/ip/1FYPL14PAIRD,Electronics,/Tablets - Certified Refurbished,$137.75,3.7,114 ratings
6UDQY8PAP22O,"Refurbished Apple iPad Mini 16GB Black - IPADMB16-BUNDLE - Space Gray, WiFi Only, 1 Year Warranty, Case and Tempered Glass Screen Protector included. (A1432, MD528LL/A)","This refurbished Apple iPad is in excellent working and cosmetic condition and is ready for your immediate enjoyment. Sync with your iTunes account and have extensive access to the Apple App Store at your fingertips. This device is ready for your gaming, movie watching, surfing, emailing, note taking, picture taking or Face Timing anytime, anywhere. Product Condition :Refurbished Product Type :Tablet Processor Core: Dual-core (2 Core) Chipset Manufacturer: Apple Chipset Model: A5 Flash Memory Capacity: 16GB Screen Size: 7.9"" Display Screen Technology: In-plane Switching (IPS) Technology Aspect Ratio: 4:3 Screen Resolution: 1024 x 768 Wireless LAN Standard: IEEE 802.11a/b/g/n Bluetooth Sensor Type Gyro Sensor Accelerometer Ambient Light Sensor Digital Compass Front Camera/Webcam Resolution: 1.2Megapixel Rear Camera Resolution: 5Megapixel Focus Modes: Auto-focus Operating System Platform: iOS Color: Space Gray Black Form Factor: Slate Height :0.28"" Width: 5.3"" Depth: 7.87"" Weight (Approximate): 0.68 lb ",https://walmart.com/ip/6UDQY8PAP22O,Electronics,/Refurbished iPad Pro,$149.00,3.0,5 ratings
2UXGACEWYJKB,For Samsung Galaxy Tab A 10.1 SM-T510 2019 Tablet Keyboard Case - Smart Slim Cover Removable Bluetooth Keyboard,,https://walmart.com/ip/2UXGACEWYJKB,Electronics,/Keyboards,$31.99,4.4,24 ratings
7J42RF8631JC,"onn.10.1"" 2-in-1 Windows Tablet with Keyboard, 64GB Storage, 4GB RAM, Intel Celeron N4000 processor, HD Display","Take it with you – mobile computing has never been easier than with our onn. 10.1"" 2-in-1 Detachable Laptop. Great for everyday use, we've given it a High Definition touchscreen display plus up to 6 hours battery life. Surf, work, socialize, play games or even stream content from the web. Change it up. Go from laptop to tablet mode and back again without missing a beat. Running on Windows 10 Home in S mode with an Intel processor, this laptop has enough kick for all of your computing needs. Surf onn. with our onn. 10.1"" 2-in-1 Detachable Laptop. We're onn. to something here. We took the hassle out of buying electronics and built a brand that's fresh and simple. With delightful pops of color, finding the right product has never been easier. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple… to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life… like pondering the question, ""What should I binge watch this weekend?"" onn. 10.1"" (2-in-1) Windows Tablet with Detachable Keyboard:  10.1"" HD touchscreen display 800 x 1280 Resolution Intel® Celeron® N4000 processor Up to 6 hours battery life 64 GB storage 4 GB RAM Windows 10 Home in S mode Office Mobile Apps includes Word, Excel, PowerPoint and OneNote Connections: (1) Mini-HDMI®, (1) USB, (1) microSD slot and (1) Headphone What's in the Box?? (1) Laptop 10.1"", (1) AC adapter/charging cable 5 ft (1.5 m), and (1) Quick Start Guide ",https://walmart.com/ip/7J42RF8631JC,Electronics,/onn. Tablets & Laptops,$219.98,2.9,95 ratings
6S68U8ZDWIG5,"Ematic 7"" 16GB Tablet with Android 7.1 (Nougat) + Sleeve and Headphones",,https://walmart.com/ip/6S68U8ZDWIG5,Electronics,/7 Inch Android Tablets,$49.99,3.0,1018 ratings
4DDBQYC5UHT1,Apple Smart Keyboard for iPad (7th generation) and iPad Air (3rd generation),"Type on a full-size keyboard when you need one. Or fold it to create a slim, lightweight cover for your iPad (7th generation), iPad Air (3rd generation), or 10.5-inch iPad Pro.Smart Keyboard lets you write a term paper or create a presentation on a full-size keyboard whenever you need one. It connects easily without the need for pairing or charging, so it’s always ready to go. And when you’re done, it folds to create a slim, lightweight cover. Compatibility iPad Models  iPad (7th generation) iPad Air (3rd generation) iPad Pro 10.5-inch ",https://walmart.com/ip/4DDBQYC5UHT1,Electronics,/iPad Keyboards,$159.00,3.9,18 ratings
2R18VQS7VTK5,Apple 12.9-inch iPad Pro (2020) Wi-Fi + Cellular,,https://walmart.com/ip/2R18VQS7VTK5,Electronics,/All Tablets,"$1,149.00",4.7,1331 ratings
4946IB1AM75X,"Apple iPad 2 9.7-inch 16GB Wi-Fi, Black (Refurbished Grade A)","The Apple iPad 2 is a tablet computer designed and developed by Apple Inc. The tablet serves as a platform for Facetime, audio-visual media, including books, news, movies, games and a world of applications from fun and entertainment to interactive learning. Thinner, lighter, and more powerful than its predecessor, the iPad 2 contains a lithium polymer battery with exceptional battery life and a dual-core Apple A5 processor. Apple iPad 2 9.7-inch 16GB Wi-Fi, Black (Refurbished Grade A):         Lithium-ion battery (up to 10 hours)    Weighs 1.3 lbs    9.5"" x 0.34"" x 7.31"" dimensions    90 day limited warranty        Software and Applications:     Apple iOS 8.4 (upgradeable to 9.x)    Safari browser and iTunes (for applications)    Media Formats: popular media formats        What's in the Box?:    Tablet, sync-and-charge cable, AC adapter        What's a Tablet PC?:     Tablet PCs are compact, ultra-portable entertainment devices that let you read email, surf the Internet, read eBooks, view photos, play games, listen to music and watch video files. Most tablets are based on a smaller operating system, which allows you to purchase and download additional applications from supported stores. Tablet PCs do not have a CD/DVD drive and will not run Microsoft Windows or its applications. Tablet PCs function as a secondary device for casual entertainment purposes, and are not meant to replace a computer.      Returns:     Please erase all content prior to returns. Go to: SETTINGS>GENERAL>RESET>ERASE ALL CONTENT AND SETTINGS    ",https://walmart.com/ip/4946IB1AM75X,Electronics,/All Tablets,$85.85,3.6,433 ratings
77OTCL0363AD,"10"" Windows 10 Fusion5 Ultra Slim Windows Tablet PC- (4GB RAM, USB 3.0, Intel, 5MP and 2MP Cameras, Windows 10 S Tablet PC) (64GB)","Take powerful computing on the go with the Windows 10 Tablet PC. It features 4GB of RAM and a powerful, quad-core CPU to balance and quickly load and run multiple applications. Equipped with 64GB of hard drive space, this 4GB RAM tablet has space for large amounts of media files and supports the most commonly used formats. Chat with friends and family and capture footage and images with dual cameras. This portable, ultra-slim tablet PC offers WiFi connectivity and Bluetooth compatibility for streaming to speakers. View your screen on a larger monitor via the HDMI connection.Fusion5 10"" Windows 10 Ultra Slim Windows Tablet PC, 4GB RAM, USB 3.0, 5MP and 2MP Cameras:    SLIM AND STYLISH: Windows 10 Tablet PC is equipped with an updated operating system and user-friendly features making it suitable for educational, office and industrial applications EFFICIENT PERFORMANCE: Upgraded Intel Quad-core CPU with powerful GPU and 4GB of RAM support multiple applications and reduce load times COLORFUL DISPLAY: 10"" IPS touchscreen with Fusion5 technology supports viewing streaming shows and movies as well as gaming and other applications SPACIOUS STORAGE: ultra-slim tablet PC has 64GB of space to accommodate a large volume of data such as applications and downloaded games, apps and media files DUAL CAMERAS: use front and rear cameras to record video, take pictures and chat with friends and family VERSATILE FILE SUPPORT: Fusion5 tablet PC supports movies, images and music files in numerous formats, including MP3, WMA, WAV, MKV, WMV, JPG and BMP WIRELESS CONNECTIVITY: Join to WiFi through a hotspot or other source for web browsing and pair the dual camera tablet with Bluetooth speakers for music streaming ENLARGE YOUR DISPLAY: Connect 10 inch tablet PC to a monitor via HDMI to share your screen in high definition ",https://walmart.com/ip/77OTCL0363AD,Electronics,/All Windows Tablets,$199.97,4.7,19 ratings
4E98F38H1YEF,Apple iPad mini Wi-Fi 64GB,,https://walmart.com/ip/4E98F38H1YEF,Electronics,/All Tablets,$399.99,4.7,106 ratings
1PEKM96N33UV,Apple Lightning Digital AV Adapter - Lightning to HDMI adapter - HDMI / Lightning,"Add some versatility to your entertainment system with the Apple Lightning Digital AV Adapter - Lightning to HDMI adapter - HDMI / Lightning. It's fast and easy to use. This Lightning to HDMI adapter can be connected to most HDMI-equipped displays which will broaden the use of your device. Use it to connect to a TV set, projector and any other compatible monitor. This Apple iPad accessory allows you to mirror what is on your device's screen on the connected display and share it with family, friends, students and others. Use it to show videos and pictures saved on your phone. You can also present slideshows or browse websites on a larger screen with the Apple Lightning digital AV adapter. It comes with an HDMI and Apple lightning input. Apple Lightning Digital AV Adapter - Lightning to HDMI adapter - HDMI / Lightning:   Connects to most HDMI displays Hook your phone up to a TV, projector or any other compatible monitor It mirrors your device's screen on the display Show videos or pictures from your device Present slideshows or browse the web on a larger screen Lightning to HDMI adapter broadens the use of your device Use it to share with family, friends, students and others Apple iPad accessory also has another lightning digital adapter to charge your device as you use its HDMI input ",https://walmart.com/ip/1PEKM96N33UV,Electronics,"/iPad Cables, Adapters, & Chargers",$39.00,4.5,445 ratings
2TXGAKN9UFPZ,"VANKYO MatrixPad S10 10 inch Tablet, 2 GB RAM, 32 GB Storage, Quad-Core Processor, Android OS, 10.1"" IPS HD Display, Wi-Fi, USB Type C Port, GPS, FM, Slate Black","Vankyo MatrixPad S10 is the upgrade version of MatrixPad Z4, while is faster than the previous generation. It comes with a 10 inch HD display, 2 GB RAM, 32 GB ROM (expandable up to 128 GB), quad-core processor, Android 9.0 Pie OS, dual cameras (8MP rear camera), FM, GPS. What's more, it's featured the Read mode, with which you can enjoy immersive reading in black and white. Complete tasks, enjoy movies on the go, watch online recipes or drama on FaceBook, read E-books, play light games or use offline Google map outdoor. Make your day joyful and convenient. Higher performancePacked with a powerful and robust Quad-core and 2GB RAM, your MatrixPad S10 is faster and more responsive than the 2019 edition, delivering quick app launches, smooth light games and videos, and great overall performance. Running the native Android 9.0 Pie, the 10 inch android is loaded with basic Google apps only and without bloatware. Crisp and clear IPS displayThe 10 inch adopts a 1280 x 800 IPS display, presenting a bright display with vivid colors for a more true-to-life viewing experience from all angles. Enjoy immersive reading with read mode on the big display and watch comfortably at night with Eye Health, an extra feature that automatically adjusts and optimizes the backlight to reduce eyestrain. Portable tablet with dual speakersThe 10 inch comes with 2 front box speakers and a 3.5mm headphone jack, which produce robust and spacious sound for your favourite music, games and videos. At just over a pound, it's so mobile that you could use it around the house or take it anywhere. 32GB ROM with expandable memoryS10 offers 32GB of onboard memory and includes a microSD card slot (microSD card sold separately) that allows you to add up to an additional 128GB of memory, keep all your favorite media with you wherever you go, such as eBooks, songs, videos, photos, music, etc. Long lasting entertainmentVANKYO MatrixPad S10 is equipped with a solid 6000mAh battery. Enjoy downloaded content on the go with up to 8 hours of mixed-use battery life. You can watch movie, listen to music, play games, surf the Internet, read e-Books, etc. Charge it via USB C port. ",https://walmart.com/ip/2TXGAKN9UFPZ,Electronics,/10 Inch Android Tablets,$99.96,4.5,44 ratings
5C2IFTJS5J3T,Apple Lightning to USB Cable (2 m),"This 2-meter USB 2.0 cable connects your iPhone, iPad, or iPod with Lightning connector to your computer?s USB port for syncing and charging. Or you can connect to the Apple USB Power Adapter for convenient charging from a wall outlet.*Lightning to USB Cable (2 m)",https://walmart.com/ip/5C2IFTJS5J3T,Cell Phones,/Apple Phone Chargers,$7.27,3.8,251 ratings
73TXK1OUZPS1,Anker PowerLine Select+ Lightning Cable Black (6ft),,https://walmart.com/ip/73TXK1OUZPS1,Cell Phones,/Anker Phone Chargers,$9.88,4.3,48 ratings
1JLH639HXDG7,"Apple iPad Air Bundle | 32 GB Space Gray | Wi-Fi Only | Tempered Glass, Case, Stylus Pen & Charger!","This refurbished Apple iPad Air is in excellent working and cosmetic condition and is ready for your immediate enjoyment.Apple iPad Air Bundle | 32 GB Space Gray | Wi-Fi Only | Tempered Glass, Case, Stylus Pen & Charger!",https://walmart.com/ip/1JLH639HXDG7,Electronics,/All Refurbished Tablets,$299.95,3.5,44 ratings
2OTSN37323CR,"SAMSUNG Galaxy Tab A 10.1"" 128GB Tablet",,https://walmart.com/ip/2OTSN37323CR,Electronics,/All Samsung Tablets,$329.99,4.5,527 ratings
2SMOAFGOS26E,Stylus Pens  Active Smart Digital Pencil Touch Screens Compatible iPad Tablet," ????? Tips: If you have any questions about our products, please contact us and we will get back to you within 24 hours. Your satisfaction is our motivation, thank you. Compatible with most capacitive touch screen devices including ipad, iphone, samsung ,One Plus,HuaWei,Oppo,Vivo,phones, tablets and smart phones. How to use: Turn on the power switch and turn it off when not in use. Features: Brand:Rock. Weight: 18.5g.Material: Aluminum alloy.Color : White.Pencil size: 1.45mm.Pencil material: copper.Charging time: 60 minutes.Working time: about 8-10 hours.Built-in battery capacity: 100mAh.Working current: 8mAh.Charging specification: 5V/0.2A.Applicable models: IOS Android Windows. Package Included: 1x Stylus pen.1x charging cable. Stylus Pens  Active Smart Digital Pencil Touch Screens Compatible iPad Tablet",https://walmart.com/ip/2SMOAFGOS26E,Electronics,/Stylus Pens,$19.99,4.2,142 ratings
7140XL89Q7PB,"onn. 8"" Tablet Pro, 32GB Storage, 2GB RAM, Android 10, 2.0 GHz Octa-Core Processor, HD Display","Take it with you! Mobile computing has never been easier than with our 8"" Tablet Pro. Great for everyday use, we've given it a crystal-clear display plus 10 hours of battery life. Surf, work, socialize, play games or even stream content from the web. Running the Android 10 operating system, this Tablet Pro has a familiar smartphone-like feel, but with added kick for all of your surfing needs. Surf onn. We're onn. to something here. We took the hassle out of buying electronics and built a brand that's fresh and simple. With delightful pops of color, finding the right product has never been easier. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple… to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life… like pondering the question, ""What should I binge watch this weekend?"" onn. 8"" Tablet Pro with Android:  8"" LCD touchscreen 10-hour battery life 5 MP front-facing camera & 5 MP rear-facing camera 2 GB RAM 2.0 GHz Octa-core processor Preloaded Walmart apps: Walmart, Walmart Grocery, Vudu, Sam's Club & Walmart eBooks 32 GB storage with microSD slot for storage expansion What's in the box? 1 8"" Tablet Pro with Android, 1 AC adapter & 1 USB charging cable 3.2 ft (97.7 cm) ",https://walmart.com/ip/7140XL89Q7PB,Electronics,/onn. Tablets & Laptops,$99.00,4.2,126 ratings
3CMNXYK7IYHG,Apple 10.5-inch iPad Air Wi-Fi 64GB,,https://walmart.com/ip/3CMNXYK7IYHG,Electronics,/All Tablets,$649.00,4.8,245 ratings
4VKE6IUDNQUM,"Refurbished iPad Air Space Gray, MD786LL/A- Refurbished Apple iPad Air 32GB Wi-Fi- Grade A","REFURBISHED ITEM - Space Gray, MD786LL/A - Refurbished Apple iPad Air 32GB - IPADAIRB32 This refurbished Apple iPad is in excellent working and cosmetic condition and is ready for your immediate enjoyment. Sync with your iTunes account and have extensive access to the Apple App Store at your fingertips. This device is ready for your gaming, movie watching, surfing, emailing, note taking, picture taking or Face Timing anytime, anywhere. iPad has been completely refurbished and 100% tested to be fully functional including: Complete data wipe. Factory reset to original settings and update to latest iOS (Note: iPad 2, iPad 3 and iPad Mini models can only update to iOS 12.0). All buttons tested and functional - home, volume and power buttons. Headset jack tested and function. Microphone tested and functional. Speaker tested and functional. Touch screen display is bright and fully responsive with no scratches or cracks. Front and rear cameras tested and functional. No water damage. Cosmetic Condition: Display glass is in excellent condition. May contain light scratches with NO CRACKS! Rear metal housing may have a few light scratches but is very shiny Included Accessories: UL compliant non-OEM charging block (10W-12W), MFi (Made For iPad) compliant non-OEM charging cable 1 Year Warranty Included With This Purchase! Warranty does NOT cover: Cracked Glass, Scratches, Water Damage.Size and Weight  Height: 9.4 inches (240 mm) Width: 6.6 inches (169.5 mm) Depth: 0.29 inch (7.5 mm) Weight: 1 pounds (469 g)  Display  Retina display 9.7-inch (diagonal) LED-backlit Multi-Touch display with IPS technology 2048-by-1536 resolution at 264 pixels per inch (ppi) Fingerprint-resistant oleophobic coating  Chip  A7 chip with 64-bit architecture and M7 motion coprocessor  Wi-Fi  Wi-Fi (802.11a/b/g/n); dual channel (2.4GHz and 5GHz) and MIMO Bluetooth 4.0 technology  Cameras, Photos, and Video Recording  FaceTime HD Camera  1.2MP photos 720p HD video FaceTime video calling over Wi-Fi Face detection Backside illumination Tap to control exposure for video or still images Photo and video geotagging  Video Recording  1080p HD video recording Video stabilization Face detection Tap to focus while recording Backside illumination 3x video zoom  iSight Camera  5MP photos Autofocus Face detection Backside illumination Five-element lens Hybrid IR filter f/2.4 aperture Tap to focus video or still images Tap to control exposure for video or still images Photo and video geotagging HDR photos   External Buttons and Connectors  External Buttons and Controls  Home On/Off; Sleep/Wake Silent/Screen rotation lock Volume up/down  Connectors and Input/Output  Dual Microphones 3.5-mm stereo headphone minijack Lightning connector Built-in speakers   Power and ...",https://walmart.com/ip/4VKE6IUDNQUM,Electronics,/All Refurbished Tablets,$199.99,3.9,95 ratings
70NIH7R86H6V,"10.1"" Tablet PC Android 9.0 Ten-Core 6GB+64GB Dual Camera WIFI 4G Dual SIM Phablet (Black)",,https://walmart.com/ip/70NIH7R86H6V,Electronics,/10 Inch Android Tablets,$75.99,2.3,12 ratings
5ISWRB33AKH4,Apple iPad Air 16GB Black Wi-Fi A-Graded Refurbished - 1 year warranty,"This Apple iPad is in excellent working and cosmetic condition and is ready for your immediate enjoyment. Sync with your iTunes account and have extensive access to the Apple App Store at your fingertips. This device is ready for your gaming, movie watching, surfing, emailing, note taking, picture taking or Face Timing anytime, anywhere. iPad has been completely and 100% te functional. Complete data wipe Factory reset to original settings and update to latest iOS (Note: iPad 2, iPad 3 and iPad Mini models can only update to iOS 9.0) All buttons tested and functional - home, volume and power buttons Headset jack tested and function Microphone tested and functional Speaker tested and functional Touch screen display is bright and fully responsive with no scratches or cracks Front and rear cameras tested and functional No water damage ",https://walmart.com/ip/5ISWRB33AKH4,Electronics,/All Refurbished Tablets,$194.00,3.9,59 ratings
78R9O595JNUQ,Fisher-Price Smart Tablet for Toddlers Learning Toy,"The 6 game modes on the Fisher-Price Smart Tablet are full of fun ways to discover letters, phonics and numbers. It even teaches kids how to count to 10 in both English and Spanish! There are mazes, music, animations, a color-changing screen and more! The letters on the keyboard are laid out like a real computer keyboard, so kids can quickly move from typing on their Smart Tablet to typing on a computer. Little ones can play with it right in their laps - or flip out the attached stand to use it on any table top. Need some quiet time There's a volume control for that! Fisher-Price Smart Tablet:  Age Range: 3 to 7 Years Six different ways to play! Teaches letters, phonics, numbers 1-10 and typing Bilingual learning too - teaches counting to 10 in both English & Spanish! 20 different mazes Music, animations and color-changing screen keep kids entertained Flip-out stand for tabletop use Power/volume control for quiet play ",https://walmart.com/ip/78R9O595JNUQ,Toys,/Fisher Price Preschool Toys,$24.88,4.1,134 ratings
61U2LUP3HHER,Apple Lightning to USB Cable (1m) - (Latest Model),"-Lightning to USB Cable (1m) -This USB 2.0 cable connects your iPhone, iPad, or iPod with Lightning connector to your computer’s USB port for syncing and charging. Or you can connect to the Apple USB Power Adapter for convenient charging from a wall outlet-Lightning to USB Cable (1m)- Latest Model -This USB 2.0 cable connects your iPhone, iPad, or iPod with Lightning connector to your computer’s USB port for syncing and charging. Or you can connect to the Apple USB Power Adapter for convenient charging from a wall outlet ",https://walmart.com/ip/61U2LUP3HHER,Electronics,/All Tablet Accessories,$4.99,4.2,41 ratings
6OGYVPG9YD34,10-Piece Stylus Pen Colorful Universal Stylus Touch Screen Pen for Smartphone Tablet iphone iPad Samsung Galaxy,"Package include:   10x Stylus Touch Screen Pen For iPhone 4 4S 5 5C 5S 6 Plus iPad 3 4 5  10-Piece Universal Touch Screen Stylus Pens: Clip design soft head for protecting your touch screen. Compact and light weight design, easy to carry. Compatible for ipad mini ipad 4 3 2, iphone, Samsung Galaxy Table 7"" 10.1"" Length: Approx 11.5 cm Diameter: Approx 0.28 inch (7 mm) Color: 5 Colors ",https://walmart.com/ip/6OGYVPG9YD34,Electronics,/Samsung Galaxy Tab Accessories,$5.99,4.5,230 ratings
3ZTBT6ZU8VJ8,Fintie SlimShell Case for 10.2-inch iPad 7th 8th Generation - Tablet Cover with Auto Wake/Sleep for iPad 10.2 Inch ( 8th / 7th Gen ),,https://walmart.com/ip/3ZTBT6ZU8VJ8,Electronics,"/iPad Cases, Sleeves & Bags",$11.99,4.7,119 ratings
