Product_code,Product_name,Product_description,Product_URL,Breadcrumb_parent,Breadcrumb_active,Product_price,Rating_Value,Rating_Count
4Y0RX4OF7XHK,Apple AirPods with Charging Case (Latest Model),"NOTE: This model contains the standard lightning charging case, NOT the wireless charging case. The new AirPods combine intelligent design with breakthrough technology and crystal clear sound. Powered by the new Apple H1 headphone chip, AirPods now feature hands-free access to Siri using just your voice. And up to 3 hours of talk time on a single charge.Key Features  Automatically on, automatically connected Easy setup for all your apple devices(2) Quick access to Siri by saying ""Hey Siri"" Double-tap to play or skip forward New Apple H1 headphone clip delivers faster wireless connection to your devices Charges quickly in the case Case can be charged using the lightning connector Rich, high-quality audio and voice Seamless switching between devices Listen and talk all day with multiple charges from the Charging Case(3). Condition : New      Legal       (1)Battery life depends on device settings, environment, usage, and many other factors.      (2)Requires an iCloud account and macOS 10.14.4, iOS 12.2, or watchOS 5.2      (3)Battery life varies by use and configuration.      (4)Requires latest version of iOS.      (5) Battery life depends on device settings, environment, usage, and many other factors.      (6)Testing conducted by Apple in February 2019 using preproduction AirPods (2nd generation), Charging Case, and Wireless Charging Case units and software paired with iPhone XS Max units and prerelease software. Volume was set to 50%. Testing consisted of full AirPods battery discharge with a cellular phone call until the first AirPod stopped playing call audio. The drained AirPods were charged to 100 percent, then the cellular phone call was restarted until the first AirPod stopped playing call audio. This cycle was repeated until both the AirPods and charging case were fully discharged. Battery life depends on device settings, environment, usage, and many other factors.      (7)Testing conducted by Apple in February 2019 using preproduction AirPods (2nd generation), Charging Case, and Wireless Charging Case units and software paired with iPhone XS Max units and prerelease software. The playlist consisted of 358 unique audio tracks purchased from the iTunes Store (256-Kbps AAC encoding). Volume was set to 50%. Testing consisted of full AirPods battery discharge while playing audio until the first AirPod stopped playback. Battery life depends on device settings, environment, usage, and many other factors.      (8)Testing conducted by Apple in February 2019 using preproduction AirPods (2nd generation), Charging Case, and Wireless Charging Case units and software paired with iPhone XS Max units and prerelease software. The playlist consisted of 358 unique audio tracks purchased from the iTunes Store (256-Kbps AAC encoding). Volume was set to 50%. 15-Minute charge testing conducted with drained AirPods that were charged for 15 minutes, then audio playback was started until the first AirPod stopped playback. Battery life depends on device settings, environment, usage, and many other factors.      (9)Testing conducted by Apple in February 2019 using preproduction AirPods (2nd generation), Charging Case, and Wireless Charging Case units and software paired with iPhone XS Max units and prerelease software. Volume was set to 50%. 15-Minute charge testing conducted with drained AirPods that were charged for 15 minutes, then a cellular phone call was started until the first AirPod stopped playing call audio. Battery life depends on device settings, environment, usage, and many other factors.   ",https://walmart.com/ip/4Y0RX4OF7XHK,Electronics,/Headphones,$129.00,4.7,4178 ratings
4Z8YMUR9KU74,JBL Charge 3 Waterproof Portable Bluetooth Speaker,,https://walmart.com/ip/4Z8YMUR9KU74,Electronics,/Portable Wireless & Bluetooth Speakers,$119.95,4.5,1209 ratings
61MPY4SEHN0O,Altec Lansing Power Duo Bluetooth Tower Speaker Set,"Receive a full theatre experience right in your own living room with the Altec Lansing Power Duo Bluetooth Tower Set. Multi-connection options give you endless listening possibilities - tune into your favorite FM radio show, play your favorite playlist or listen along to your favorite movie in a breeze. HDMI ARC with CEC allows for a simple one cable connection to your TV for easy out of the box set-up. An included remote control allows you to control the volume of your sound or the settings on your speaker without moving a muscle, so you can enjoy relaxing on the couch, more. Having a big game party at your house, Altec Lansing has you covered! Booming bass 240 Watt RMS sound will ensure that you can hear score alerts no matter how loud the party may get. Turn the party up a notch with 6 customizable LED light modes and let the lights dance to the beat or your music or keep the lights solid - either way the choice is yours!? Set of 2 Speakers; sold with two speaker towers to complete your home theater experience ? 240 Watt RMS output sound - brings legendary room-filling Altec Lansing sound to all your music, movies, TV shows or gaming consoles ? 6 LED lighting modes: customize your sound to match your music ? 6 Connection Options: HDMI ARC Input, Optical Digital Audio, Analog Source 1 (DVD/CD Input), Analog Source 2 (Aux/ Phone/ Computer Input), Bluetooth Connection ? Built-in FM Radio ? Remote Control Included",https://walmart.com/ip/61MPY4SEHN0O,Gifts & Registry,/Gift Finder,$119.99,3.6,111 ratings
5P5I169R6IQO,"beFree Sound Projection Party Light Dome 6.5 Inch Subwoofer Bluetooth Portable Party Speaker with USB/ SD Input, FM Radio, Remote Control and Microphone","beFree Sound's Projection Party Light Dome Sub-woofer Bluetooth Portable Party Speaker offers both stunning sound and an extremely fun projection light dome that really sets the mood for you and your guests!You can choose to use this speaker with or without the light projection which makes it ideal for a professional setting as well as a party scene.Features: * 400 Watts PMPO* 6.5 Inch Sub-Woofer * 4"" x 2.5"" LED Light Projection Dome* FM Radio* USB Input* SD Input* Echo Nob* Mic Volume Nob* Light Power Switch* Mic Input* AC 100-240v* 50/60Hz* Includes Remote Control and wireless MIcrophoneRequires 2 x AAA Batteries (Batteries not included)* Includes Wireless Microphone : Requires 2 AA Batteries (Batteries not included)* Built in Side Handles* Rolling Handle extends 14"" above the unit* Two Double 0.75"" back wheels* Two fixed front legs* Item Dimension: 17.5"" x 11.5"" x 11.5""* Item Weight: 16.85 LBItem Dimensions: 11.50"" x 11.50"" x 17.50""Item Weight: 16.85lbsbeFree Sound Projection Party Light Dome 6.5 Inch Subwoofer Bluetooth Portable Party Speaker with USB/ SD Input, FM Radio, Remote Control and Microphone",https://walmart.com/ip/5P5I169R6IQO,Gifts & Registry,/Gift Finder,$79.99,4.4,95 ratings
4JBCHVTT1SO4,Skull Candy Jib W/mic Black/black,,https://walmart.com/ip/4JBCHVTT1SO4,Electronics,/Skullcandy Headphones,$9.88,4.1,391 ratings
6JXGM8L44EYU,JBL Xtreme Portable Wireless Speaker (Black),,https://walmart.com/ip/6JXGM8L44EYU,Electronics,/Portable Wireless & Bluetooth Speakers,$149.99,4.4,715 ratings
23KQANAPG4R8,JBL Flip 4 Waterproof Portable Bluetooth Speaker,,https://walmart.com/ip/23KQANAPG4R8,Electronics,/Portable Wireless & Bluetooth Speakers,$79.00,4.5,1447 ratings
58S5OLJ1BE43,JBL Flip 5 Portable Waterproof Wireless Bluetooth Speaker,,https://walmart.com/ip/58S5OLJ1BE43,Electronics,/Portable Wireless & Bluetooth Speakers,$89.95,4.4,743 ratings
2VXY2RBJ5P2Q,"AGPTEK A02 8GB MP3 Player, 70 Hours Playback Lossless Sound Music Player,Supports up to 128GB (earphone style send in random)",,https://walmart.com/ip/2VXY2RBJ5P2Q,Electronics,/All MP3 Players,$26.99,4.0,126 ratings
7CW512G8AC95,Apple iPod touch 7th Generation 32GB (New Model),,https://walmart.com/ip/7CW512G8AC95,Electronics,/All MP3 Players,$194.95,4.4,151 ratings
20XRHUASP1OB,iLive ISBW108 Waterproof Fabric Wireless Bluetooth Speaker,,https://walmart.com/ip/20XRHUASP1OB,Electronics,/Portable Wireless & Bluetooth Speakers,$17.03,4.5,506 ratings
3JMS5HDQJKWL,Apple AirPods Pro,"Active Noise Cancellation for immersive sound. Transparency mode for hearing and connecting with the world around you. A more customizable fit for all-day comfort. Sweat and water resistant (1). All in a super light, in-ear headphone thats easy to set up with all your Apple devices. (2)    Key Features   Active Noise Cancellation for immersive sound Transparency mode for hearing and connecting with the world around you Three sizes of soft, tapered silicone tips for a customizable fit Sweat and water resistant (1) Adaptive EQ automatically tunes music to the shape of your ear Easy setup for all your Apple devices (2) Quick access to Siri by saying Hey Siri (3) The Wireless Charging Case delivers more than 24 hours of battery life (4)    Legal     (1) AirPods Pro are sweat and water resistant for non-water sports and exercise and are IPX4 rated. Sweat and water resistance are not permanent conditions. The charging case is not sweat or water resistant.       (2) Requires an iCloud account and macOS 10.14.4, iOS 12.2, iPadOS, watchOS 5.2, or tvOS 13.2 or later.         (3) Siri may not be available in all languages or in all areas, and features may vary by area.         (4) Battery life varies by use and configuration. See apple.com/batteries for details.     ",https://walmart.com/ip/3JMS5HDQJKWL,Electronics,/Headphones,$199.00,4.6,2121 ratings
7KRAENIUPPIG,JBL Charge 4 Portable Waterproof Wireless Bluetooth Speaker,,https://walmart.com/ip/7KRAENIUPPIG,Electronics,/Portable Wireless & Bluetooth Speakers,$139.95,4.5,967 ratings
2HPUJ8SSOLJ6,onn. True Wireless Earphones with Charging Case,,https://walmart.com/ip/2HPUJ8SSOLJ6,Electronics,/onn. Headphones,$24.88,4.4,147 ratings
2QV67HOKDODL,Bose QuietComfort 35 Wireless Noise Cancelling Bluetooth Headphones II with Google Assistant,,https://walmart.com/ip/2QV67HOKDODL,Electronics,/Noise Cancelling Headphones,$299.00,4.6,225 ratings
2SPE6PKV3VQV,Anker Soundcore Rave Neo Bluetooth Party Speaker,"Anker Soundcore Rave Neo Ultra-Portable Bluetooth Speaker with Lights, BassUp Technology, Sync 100+ Speakers, 18H Playtime, Waterproof, Custom EQ, App Unleash Powerful Sound: Press play to unleash a huge wave of sound up to 98dB. Intense bass is delivered via a passive radiator and exclusive BassUp technology to enhance the low frequencies in real-time for an even greater punch.  PartyCast Technology: Link 100+ Soundcore PartyCast compatible speakers via a single device to sync up music and lights across them all.  Beat-Driven Light Show: The built-in LED lights sync to the beat of every song to create an intoxicating visual experience.  Fully Waterproof: Rave Neo’s IPX7 waterproof casing ensures it can withstand full submersion in water. 18-Hour Playtime: Soundtrack multiple events and use the built-in USB port to conveniently charge other devices while you party.  Soundcore App: Choose from multiple light modes and customize the EQ by creating your own mix or using one of the 3 preset modes to tailor the sound to your event. ",https://walmart.com/ip/2SPE6PKV3VQV,Electronics,/Portable Wireless & Bluetooth Speakers,$69.00,4.8,52 ratings
2R2GYHA6B06P,Apple EarPods with 3.5mm jack,"Ergonomic design that is built to fit the geometry of the ear , Engineered to maximize sound output and minimize loss , Inline remote controls phone calls, playback and volume , Compatible with all 3.5mm connector capatible devicesThe Apple Earpods with Remote and Mic are Apple's signature headphones. Uniquely shaped to fit your ear canal, these ear pods are engineered to enhance your music while reducing sound loss. With its built-in remote and microphone you can accept phone calls and control the playback and volume of your music. These Apple Earpods work with all devices that are 3.5mm connector compatible.",https://walmart.com/ip/2R2GYHA6B06P,Cell Phones,/Apple Headphones,$12.75,3.5,178 ratings
587BXSUE1N6U,Sony SRSXB33 EXTRA BASS™ Portable BLUETOOTH® Speaker,,https://walmart.com/ip/587BXSUE1N6U,Electronics,/Portable Wireless & Bluetooth Speakers,$128.00,4.8,25 ratings
6K17AFSCALOL,"PAW Patrol 7"" Portable DVD Player with Carrying Bag and Headphones",,https://walmart.com/ip/6K17AFSCALOL,Electronics,/Portable DVD Players,$49.98,3.8,267 ratings
2UCOW2W32QOI,"Anker Soundcore Life Dot 2 True Wireless Earbuds, 100 Hour Playtime, 8mm Drivers, Superior Sound, Secure Fit with AirWings, Bluetooth 5, Comfortable Design for Commute, Sports, Jogging","Extreme 100-Hour Playtime: The charging case has 4× the battery capacity of other cases’—allowing you to extend the earbuds’ 8-hour playtime over and over. If you’re short of time, a 10-minute charge will provide 90 minutes of listening. Superior Balanced Sound: Life Dot 2 true wireless earbuds have 8mm triple-layer dynamic drivers to deliver 40% more bass and 100% more treble for rich, expertly balanced sound. Zero-Pressure AirWings: Our hollow AirWings have a flexible, soft silicone build that partially deflates to conform to the shape and size of your ears for a secure fit with unmatched comfort. Superior Connection: Effortlessly switch between using both earbuds or a single side—perfect for listening to music and making calls. Life Dot 2 true wireless earbuds have Bluetooth 5 to ensure a stable connection between your device and the earbuds for skip-free music. One-Step Pairing: Life Dot 2 true wireless earbuds automatically connect to the last paired device when removed from the charging case thanks to our proprietary Push and Go technology.Extreme 100-Hour Playtime: The charging case has 4× the battery capacity of other cases’—allowing you to extend the earbuds’ 8-hour playtime over and over. Superior Balanced Sound: Have 8mm triple-layer dynamic drivers to deliver 40% more bass and 100% more treble for rich, expertly balanced sound. Zero-Pressure AirWings: Hollow AirWings have a flexible, soft silicone build that partially deflates to conform to the shape and size of your ears for a secure fit with unmatched comfort. Superior Connection: Effortlessly switch between using both earbuds or a single side—perfect for listening to music and making calls. ",https://walmart.com/ip/2UCOW2W32QOI,Electronics,/Anker Headphones,$49.88,4.4,65 ratings
6J575VASZ8G4,"onn. True Wireless Earphones, White","Jam out! Your moves just got a whole lot smoother - with our Wireless Earphones you won’t have to worry about cords tripping you up while you perfect your Running Man! Each charge gives you 4 hours of playtime - and with 2 extra charges in the case, you’ve got 12 hours of total playtime! They instantly power on and pair with your Bluetooth device. Doesn’t that sound like music to your ears? Groove onn. We’re onn. to something here. We took the hassle out of buying electronics and built a brand that’s fresh and simple. With delightful pops of color, finding the right product has never been easier. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple… to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life… like pondering the question, ""What should I binge watch this weekend?” onn. Wireless Earphones with Charging Case:  Bluetooth wireless technology streams audio from all your devices Up to 33 ft (10 m) wireless range High definition sound Ideal for indoor and outdoor activities 4 hours playtime with 2 extra charging case charges IPX5 Waterproof High definition sound with deep bass and clear treble What’s in the box? 1 Pair Wireless Earphones, 1 Micro-USB charging cable 9 in (23 cm), 1 Charging case, 3 Sizes of silicone ear tips, 1 Quick Start Guide ",https://walmart.com/ip/6J575VASZ8G4,Electronics,/Wireless and Bluetooth Headphones,$19.88,3.9,192 ratings
5C0U0H7OJYA1,onn. Earbuds with Mic,,https://walmart.com/ip/5C0U0H7OJYA1,Electronics,/onn. Headphones,$4.88,4.1,142 ratings
20DFSF6PVTJH,"JLab Audio JBuds Air Sport True Wireless Bluetooth Earbuds + Charging Case - Black - IP66 Sweat Resistance - Class 1 Bluetooth 5.0 Connection - 3 EQ Sound Settings JLab Signature, Balanced, Bass Boost","GO Move.  The JBuds Air Sport keep you GOing through any long, sweaty workout. The 6-hour battery life, plus an additional 34+ extra hours in the charging case, helps you power through. An IP66 sweat resistance holds up against even the toughest workouts. Plus, an ergonomic design with an over-ear hook and Cloud Foam? eartips offer secure comfort for any activity. Turn on or off Be Aware Audio when you want to let ambient noise in for safe listening or pump up the bass with EQ3 Sound.   Long Playtime with Charging Case  Each earbud holds a 6-hour battery life and the case provides 34+ hours of extra work out time. JBuds Air Sport automatically charge when placed in the case, which recharges with the integrated patent-pending USB cable.   Sweatproof Sport Fit  An IP66 sweat resistance holds up against sweat and dirt, so hit the trails, the gym and more. The ergonomic earhook fits even the smallest ears and stay securely and comfortably in place. Switch the gel tips out for our included Cloud Foam? tips and GO.   Auto On & Connect  JBuds Air Sport automatically turn on and connect to each other right out of the case. Then just connect to your phone. Utilizing Bluetooth 5, this is our fastest hands-free connection yet.   Stereo Audio Calling  The JBuds Air Sport feature stereo audio phone calls. You'll hear your friend in both earbuds clear conversations anywhere, anytime. Plus, touch sensors make it easy to control all your music and phone calls with just a tap or two on either earbud.   Be Aware Audio  Hear your surroundings while you run for safe listening with Be Aware Audio. Turn on when you want to let ambient noise in or off to zone out with just your music.   Custom EQ3 Sound  Choose the sound to match your personal preference between three options: JLab Signature, Balanced, and Bass Boost modes ? without an app. JLab Audio JBuds Air Sport True Wireless Bluetooth Earbuds + Charging Case - Black - IP66 Sweat Resistance - Class 1 Bluetooth 5.0 Connection - 3 EQ Sound Settings JLab Signature, Balanced, Bass Boost",https://walmart.com/ip/20DFSF6PVTJH,Electronics,/JLab Audio Headphones,$69.88,3.9,381 ratings
